source,url,title,price,period,bedrooms,bathrooms,toilets,size_sqm,furnishing,condition,property_type_clean,neighborhood
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-CyuKvq2Y73TreJG8U8sEUV41.html?page=8&pos=14&cur_pos=14&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=181,2bdrm Block of Flats in Port-Harcourt for rent,3000000.0,per annum,2.0,3.0,3.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,Iwofe / Orazi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-akwaka-estate-port-harcourt-for-rent-cQQL30YDzzYy7BYqVy5YLWMh.html?page=1&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=20,"2bdrm Block of Flats in Akwaka Estate, Port-Harcourt for rent",1800000.0,per annum,2.0,3.0,3.0,500.0,Unfurnished,Newly-Built,Apartment/Flat,Rumuola / Rumuokoro / Rumuodomaya
Jiji,https://jiji.ng/ikeja-gra/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-ikeja-g-r-a-for-rent-r446nAC12I6ysSMOimceGgDG.html?page=1&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=282,Furnished 2bdrm Block of Flats in Ikeja G.R.A for rent,15000000.0,per annum,2.0,2.0,3.0,450.0,Furnished,Fairly Used,Apartment/Flat,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-2vw2zbAtxPFZa3va4fWFS9mv.html?page=5&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=117,2bdrm Block of Flats in Port-Harcourt for rent,2500000.0,per annum,2.0,3.0,3.0,466.0,Unfurnished,Newly-Built,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-port-harcourt-for-rent-rArEG0JGEPGFZk95tcOT9Qhd.html?page=2&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=30,2bdrm Duplex in Port-Harcourt for rent,3500000.0,per annum,2.0,2.0,3.0,465.0,Unfurnished,Newly-Built,Duplex,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/1bdrm-block-of-flats-in-eneka-port-harcourt-for-rent-zYZDlVKPnFMgHLGZiILOSnLX.html?page=11&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=263,"1bdrm Block of Flats in Eneka, Port-Harcourt for rent",1000000.0,per annum,1.0,1.0,2.0,465.0,Semi-Furnished,Fairly Used,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-oWFEiBxI584behD0200NAwwL.html?page=7&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=159,3bdrm Block of Flats in Port-Harcourt for rent,1500000.0,per annum,3.0,4.0,4.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-jepther-east-west-port-harcourt-for-rent-6pKGurCjgnP2kHsr7OmnyHif.html?page=7&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=165,"Furnished 4bdrm Duplex in Jepther East West, Port-Harcourt for rent",6500000.0,per annum,4.0,5.0,5.0,555.0,Furnished,Fairly Used,Duplex,Other Port Harcourt
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-mercy-land-port-harcourt-for-rent-C6my8V6PFVCRsBx2f4CcInYP.html?page=3&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=63,"3bdrm Block of Flats in Mercy Land, Port-Harcourt for rent",4000000.0,per annum,3.0,4.0,4.0,655.0,Unfurnished,Fairly Used,Apartment/Flat,Ada George / Agip / NTA
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-dap-estate-port-harcourt-for-rent-sAMEBom9sRsZrIIZIyWjWFle.html?page=5&pos=13&cur_pos=13&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=108,"2bdrm Block of Flats in Dap Estate, Port-Harcourt for rent",2000000.0,per annum,2.0,3.0,3.0,555.0,Unfurnished,Fairly Used,Apartment/Flat,Ada George / Agip / NTA
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-shell-corporative-port-harcourt-for-rent-wHOQPwU5VVbgwnd55dJZOh7F.html?page=4&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=76,"3bdrm Duplex in Shell Corporative, Port-Harcourt for rent",4000000.0,per annum,3.0,4.0,4.0,465.0,Unfurnished,Fairly Used,Duplex,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-stadium-road-port-harcourt-for-rent-s96icblqpZlC7KpmNuU7xNQb.html?page=3&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=64,"4bdrm Duplex in Stadium Road, Port-Harcourt for rent",7000000.0,per annum,4.0,5.0,5.0,465.0,Unfurnished,Fairly Used,Duplex,Stadium / Rumuomasi / Olu Obasanjo
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-7oplfq1hQ1Jdltos0f56spsM.html?page=6&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=134,2bdrm Block of Flats in Port-Harcourt for rent,2500000.0,per annum,2.0,3.0,3.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/abuloma/houses-apartments-for-rent/2bdrm-bungalow-in-abuloma-for-rent-3aN1GBCSnBcPPgk84rxOX3Zi.html?page=11&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=245,2bdrm Bungalow in Abuloma for rent,1500000.0,per annum,2.0,3.0,3.0,465.0,Unfurnished,Fairly Used,Bungalow,Peter Odili / Trans Amadi / Abuloma
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-port-harcourt-for-rent-CkZGkPvtu4NloAIlmLY4xAnA.html?page=9&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=206,2bdrm Duplex in Port-Harcourt for rent,3500000.0,per annum,2.0,2.0,2.0,465.0,Unfurnished,Newly-Built,Duplex,SARS Rd / Rumuagholu / NAF Estate
Jiji,https://jiji.ng/abijo/houses-apartments-for-rent/3bdrm-duplex-in-gra-2-abijo-for-rent-tvURYUFWv2lpz6Zd6fNYwJhb.html?page=4&pos=12&cur_pos=12&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=350,"3bdrm Duplex in Gra 2, Abijo for rent",4500000.0,per annum,3.0,3.0,4.0,1000.0,Semi-Furnished,Newly-Built,Duplex,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-6bdrm-duplex-in-iwofe-port-harcourt-for-rent-dxLd06TzzbEvWlhQpnY0zjHi.html?page=2&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=39,"Furnished 6bdrm Duplex in Iwofe, Port-Harcourt for rent",7000000.0,per annum,6.0,7.0,7.0,555.0,Furnished,Fairly Used,Duplex,Iwofe / Orazi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-oasis-garden-estate-port-harcourt-for-rent-hcl7XpklA2AhVikCOmQLHhPp.html?page=1&pos=11&cur_pos=11&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=10,"2bdrm Duplex in Oasis Garden Estate, Port-Harcourt for rent",3500000.0,per annum,2.0,3.0,3.0,465.0,Unfurnished,Newly-Built,Duplex,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-eKGs0vCqO0eILm9Qm5POrv0c.html?page=4&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=95,3bdrm Block of Flats in Port-Harcourt for rent,2500000.0,per annum,3.0,4.0,4.0,465.0,Unfurnished,Fairly Used,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-phase-3-port-harcourt-for-rent-n2hNmNFxpvMTg2osQhUMB3xC.html?page=5&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=99,3bdrm Block of Flats in GRA Phase 3 / Port-Harcourt for rent,4000000.0,per annum,3.0,4.0,4.0,465.0,Unfurnished,Fairly Used,Apartment/Flat,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-bungalow-in-port-harcourt-for-rent-llRdhOGGHqnOP2EjcBhc5I8s.html?page=2&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=42,3bdrm Bungalow in Port-Harcourt for rent,3000000.0,per annum,3.0,4.0,4.0,465.0,Unfurnished,Fairly Used,Bungalow,Igwuruta / Rukpokwu
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/1bdrm-bedsitter-in-rumunduru-port-harcourt-for-rent-s8bRlBpVtWofHAejAs5QFXJS.html?page=12&pos=3&cur_pos=3&ads_per_page=3&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=266,"1bdrm Bedsitter in Rumunduru, Port-Harcourt for rent",800000.0,per annum,1.0,1.0,1.0,465.0,Semi-Furnished,Newly-Built,Self Contain / Studio,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-5bdrm-duplex-in-woji-estate-port-harcourt-for-rent-54ox65CVA4pCCpRYvvsBQRu9.html?page=6&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=123,"Furnished 5bdrm Duplex in Woji Estate, Port-Harcourt for rent",6000000.0,per annum,5.0,6.0,7.0,465.0,Furnished,Fairly Used,Duplex,Woji
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-salvation-close-port-harcourt-for-rent-44FIijgyom8aQJUgn9ATf3tH.html?page=1&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=5,"2bdrm Block of Flats in Salvation Close, Port-Harcourt for rent",3000000.0,per annum,2.0,2.0,3.0,600.0,Unfurnished,Newly-Built,Apartment/Flat,Woji
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-apartment-in-port-harcourt-for-rent-ze7fAcdl0zZFwzqVOJ7bhoy9.html?page=9&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=207,2bdrm Apartment in Port-Harcourt for rent,3000000.0,per annum,2.0,2.0,3.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/old-gra/houses-apartments-for-rent/3bdrm-block-of-flats-in-old-gra-for-rent-8MB8CxibOwTNSbej7GjAYlkH.html?page=3&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=51,3bdrm Block of Flats in Old GRA for rent,6000000.0,per annum,3.0,4.0,4.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,GRA / Eagle Island
Jiji,https://jiji.ng/eliozu/houses-apartments-for-rent/3bdrm-block-of-flats-in-eliozu-for-rent-fLC3kwvT0Dp7VnWOrPqUtutY.html?page=4&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=86,3bdrm Block of Flats in Eliozu for rent,3500000.0,per annum,3.0,4.0,4.0,555.0,Unfurnished,Fairly Used,Apartment/Flat,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-cocaine-estate-port-harcourt-for-rent-jFAFDl3cFGY6Tgl0Gav9nOOg.html?page=4&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=92,"4bdrm Duplex in Cocaine Estate, Port-Harcourt for rent",8000000.0,per annum,4.0,5.0,5.0,465.0,Unfurnished,Newly-Built,Duplex,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/1bdrm-block-of-flats-in-eneka-port-harcourt-for-rent-s90ivnDGDnsKf4pusGVbXTBL.html?page=11&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=257,"1bdrm Block of Flats in Eneka, Port-Harcourt for rent",700000.0,per annum,1.0,1.0,1.0,465.0,Semi-Furnished,Fairly Used,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/omole-phase-1/houses-apartments-for-rent/5bdrm-duplex-in-omole-gra-ph-1-ikeja-for-rent-mmNiGiIxZDA6cm2jA5EKmlEu.html?page=8&pos=3&cur_pos=3&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=437,5bdrm Duplex in Omole Gra Ph 1 Ikeja for rent,20000000.0,per annum,5.0,5.0,8.0,400.0,Semi-Furnished,Fairly Used,Duplex,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-bungalow-in-port-harcourt-for-rent-upZGu2LUxebLosC7WtUAZM2a.html?page=2&pos=3&cur_pos=3&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=26,4bdrm Bungalow in Port-Harcourt for rent,4000000.0,per annum,4.0,5.0,5.0,465.0,Unfurnished,Fairly Used,Bungalow,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-cocaine-village-port-harcourt-for-rent-qhBMAAqSFBR5YvxNT1TgHc4A.html?page=2&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=43,"3bdrm Block of Flats in Cocaine Village,, Port-Harcourt for rent",4000000.0,per annum,3.0,4.0,4.0,555.0,Unfurnished,Fairly Used,Apartment/Flat,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/rumuigbo/houses-apartments-for-rent/2bdrm-block-of-flats-in-paradise-estate-rumuigbo-for-rent-7PMuUJxK5mkyRuwBCSuGgdHk.html?page=6&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=138,"2bdrm Block of Flats in Paradise Estate, Rumuigbo for rent",2000000.0,per annum,2.0,3.0,3.0,455.0,Unfurnished,Newly-Built,Apartment/Flat,Rumuola / Rumuokoro / Rumuodomaya
Jiji,https://jiji.ng/trans-amadi/houses-apartments-for-rent/4bdrm-duplex-in-doxa-peter-odili-trans-amadi-for-rent-oQhbJHExZf7SQEEu7tTBUyD8.html?page=10&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=222,"4bdrm Duplex in Doxa Peter Odili, Trans Amadi for rent",15000000.0,per annum,4.0,4.0,5.0,465.0,Semi-Furnished,Fairly Used,Duplex,Peter Odili / Trans Amadi / Abuloma
Jiji,https://jiji.ng/rumuomasi/houses-apartments-for-rent/3bdrm-block-of-flats-in-command-estate-rumuomasi-for-rent-hzVCwl12HpBG4HclXqLD1n3G.html?page=4&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=78,"3bdrm Block of Flats in Command Estate, Rumuomasi for rent",2000000.0,per annum,3.0,4.0,4.0,465.0,Unfurnished,Fairly Used,Apartment/Flat,Stadium / Rumuomasi / Olu Obasanjo
Jiji,https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/studio-apartment-in-gra-phase-3-port-harcourt-for-rent-irhj5W1YzuZqAvKvQcDprAIk.html?page=10&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=234,Studio Apartment in GRA Phase 3 / Port-Harcourt for rent,1500000.0,per annum,1.0,1.0,1.0,545.0,Semi-Furnished,Fairly Used,Self Contain / Studio,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-cooperative-port-harcourt-for-rent-6BFN0eXEw6KcmCZwrk2dNBkP.html?page=1&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=16,"2bdrm Block of Flats in Shell Cooperative, Port-Harcourt for rent",3000000.0,per annum,2.0,3.0,3.0,930.0,Unfurnished,Newly-Built,Apartment/Flat,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-peter-odili-port-harcourt-for-rent-nBjr6xCBp59dp5wdfjYpZcTd.html?page=6&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=139,"3bdrm Duplex in Peter Odili, Port-Harcourt for rent",10000000.0,per annum,3.0,4.0,4.0,456.0,Unfurnished,Fairly Used,Duplex,Peter Odili / Trans Amadi / Abuloma
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-apartment-in-port-harcourt-for-rent-FZeGReylQa91gPnXOCCJPDl.html?page=9&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=212,3bdrm Apartment in Port-Harcourt for rent,2000000.0,per annum,3.0,3.0,4.0,465.0,Unfurnished,Fairly Used,Apartment/Flat,Woji
Jiji,https://jiji.ng/eliozu/houses-apartments-for-rent/furnished-studio-apartment-in-shell-corporative-eliozu-for-rent-l6jMJLpcW9Jp1EKAZIvmEw1.html?page=10&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=225,"Furnished Studio Apartment in Shell Corporative, Eliozu for rent",1200000.0,per annum,3.0,5.0,5.0,645.0,Furnished,Fairly Used,Self Contain / Studio,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-sgiZr3TtaY0xmCkoEcndFMgG.html?page=6&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=136,2bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,2.0,3.0,3.0,465.0,Unfurnished,Fairly Used,Apartment/Flat,SARS Rd / Rumuagholu / NAF Estate
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-old-gra-port-harcourt-for-rent-ub6z2kz0z2g6nmWDZcFUhUm3.html?page=7&pos=14&cur_pos=14&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=157,"4bdrm Duplex in Old Gra, Port-Harcourt for rent",6000000.0,per annum,4.0,5.0,5.0,456.0,Unfurnished,Newly-Built,Duplex,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-queens-park-estate-port-harcourt-for-rent-cjFcDywZoEnaJcNuVUmI2nHs.html?page=1&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=15,"2bdrm Block of Flats in Queen'S Park Estate, Port-Harcourt for rent",2500000.0,per annum,2.0,3.0,3.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-peterside-odili-port-harcourt-for-rent-cxZTZdRSmZYkfVoCGpp0eGme.html?page=4&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=91,"4bdrm Duplex in Peterside Odili, Port-Harcourt for rent",12000000.0,per annum,4.0,5.0,5.0,555.0,Unfurnished,Newly-Built,Duplex,Peter Odili / Trans Amadi / Abuloma
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-jaros-base-port-harcourt-for-rent-pmD2yK138z1H6cT6xAjxnY7d.html?page=6&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=125,"2bdrm Block of Flats in Jaros Base, Port-Harcourt for rent",2000000.0,per annum,2.0,3.0,4.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,Ada George / Agip / NTA
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-wqKy0im3KE2F3sje20DwV6rg.html?page=5&pos=11&cur_pos=11&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=106,3bdrm Block of Flats in Port-Harcourt for rent,2500000.0,per annum,3.0,5.0,5.0,555.0,Unfurnished,Renovated,Apartment/Flat,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/2bdrm-duplex-in-gra-phase-2-port-harcourt-for-rent-xkr5sCvZV8MRLY9D4mA1LF6W.html?page=7&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=144,2bdrm Duplex in GRA Phase 2 / Port-Harcourt for rent,7000000.0,per annum,2.0,3.0,3.0,456.0,Unfurnished,Fairly Used,Duplex,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-agip-federal-housing-port-harcourt-for-rent-2x2nE8dba7L5wTcKlOcAb7rt.html?page=2&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=44,"Furnished 4bdrm Duplex in Agip Federal Housing, Port-Harcourt for rent",10000000.0,per annum,4.0,5.0,5.0,555.0,Furnished,Fairly Used,Duplex,Ada George / Agip / NTA
Jiji,https://jiji.ng/abijo/houses-apartments-for-rent/3bdrm-duplex-in-g-r-a-2-abijo-for-rent-7pQ3KnlxqrTN02y04x8tCpQP.html?page=5&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=378,"3bdrm Duplex in G.R.A. 2, Abijo for rent",4500000.0,per annum,3.0,4.0,5.0,1000.0,Semi-Furnished,Newly-Built,Duplex,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-rumuebekwe-5th-port-harcourt-for-rent-fxo4yRV3n5pLYV7IoHdrtNsu.html?page=3&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=53,"Furnished 4bdrm Duplex in Rumuebekwe 5Th, Port-Harcourt for rent",4000000.0,per annum,4.0,5.0,5.0,565.0,Furnished,Fairly Used,Duplex,Eliozu / Rumuodara / Rumuibekwe
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-corporative-port-harcourt-for-rent-5Kyi8cAKK4ZrP6NGJTYubAMZ.html?page=8&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=174,"2bdrm Block of Flats in Shell Corporative, Port-Harcourt for rent",3000000.0,per annum,2.0,3.0,3.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,Eneka / Rumuduru / Rumuokwurusi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-royal-estate-port-harcourt-for-rent-gkKcRmiu1LrEUqRRktchNMfd.html?page=1&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=17,"2bdrm Duplex in Royal Estate, Port-Harcourt for rent",3500000.0,per annum,2.0,3.0,3.0,930.0,Unfurnished,Newly-Built,Duplex,SARS Rd / Rumuagholu / NAF Estate
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-3bdrm-bungalow-in-gra-port-harcourt-for-rent-A506vwBl2pQ0eHKLKCDhMMCa.html?page=3&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=65,"Furnished 3bdrm Bungalow in Gra, Port-Harcourt for rent",7000000.0,per annum,3.0,4.0,4.0,555.0,Furnished,Fairly Used,Bungalow,GRA / Eagle Island
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-rgXNmqfEdXSXFRSV2PaZOWU7.html?page=2&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=31,3bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,3.0,4.0,4.0,465.0,Unfurnished,Fairly Used,Apartment/Flat,Ada George / Agip / NTA
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-5bdrm-bungalow-in-port-harcourt-for-rent-i1lEnKBfE4ju4zr9IHkD5ChX.html?page=3&pos=12&cur_pos=12&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=59,Furnished 5bdrm Bungalow in Port-Harcourt for rent,3000000.0,per annum,5.0,5.0,5.0,59.0,Furnished,Fairly Used,Bungalow,Rumuola / Rumuokoro / Rumuodomaya
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-tVQSqRnG5Oy9VnebRx5yQtKr.html?page=10&pos=23&cur_pos=23&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=238,2bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,2.0,3.0,3.0,465.0,Unfurnished,Newly-Built,Apartment/Flat,Iwofe / Orazi
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-chinda-by-ada-george-port-harcourt-for-rent-ugdViMt8SS4jJhmQpjLaJ1Oc.html?page=7&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=147,"2bdrm Block of Flats in Chinda By Ada George, Port-Harcourt for rent",2000000.0,per annum,2.0,3.0,3.0,555.0,Unfurnished,Fairly Used,Apartment/Flat,Ada George / Agip / NTA
